id,text,language,source
1816,A researcher is learning the patient record.,English,AI-generated synthetic data
1817,Baba mú àga ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
1818,Ọkùnrin náà dé sí ilé lónìí.,Yoruba,AI-generated synthetic data
1819,Likitan yana tsara kwamfutar.,Hausa,AI-generated synthetic data
1820,Nwanne nwoke m na-eje ije n'ụlọ n'oge.,Igbo,AI-generated synthetic data
1821,Nwanne nwanyị m nọ n'ụlọ akwụkwọ n'ụtụtụ.,Igbo,AI-generated synthetic data
1822,Akẹ́kọ̀ọ́ náà ń ṣiṣẹ́ ní ọgbà ẹ̀kọ́ ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
1823,Aládùúgbò wa lo kámẹ́rà àná.,Yoruba,AI-generated synthetic data
1824,Nwanne nwoke m bịara n'ụlọ ekpere n'ụtụtụ.,Igbo,AI-generated synthetic data
1825,"Gobe, taron ya dauki lokaci fiye da yadda aka zata.",Hausa,AI-generated synthetic data
1826,Ọ hụrụ unere taa.,Igbo,AI-generated synthetic data
1827,The farmer is checking the network connection.,English,AI-generated synthetic data
1828,Nwanne m zụtara igwefoto taa.,Igbo,AI-generated synthetic data
1829,Dọkịta ahụ na-eje ije n'ogige n'oge.,Igbo,AI-generated synthetic data
1830,Injiniyan yana bitar manhajar waya.,Hausa,AI-generated synthetic data
1831,Our team is learning the meeting notes.,English,AI-generated synthetic data
1832,Nwanne nwoke m na-amụ ihe n'chọọchị n'ehihie.,Igbo,AI-generated synthetic data
1833,Nwa akwụkwọ ahụ mere igwefoto n'isi ụtụtụ.,Igbo,AI-generated synthetic data
1834,Likitan yana shirya kwamfutar.,Hausa,AI-generated synthetic data
1835,Onye agbata obi anyị na-amụ ihe n'ọbá akwụkwọ n'izu a.,Igbo,AI-generated synthetic data
1836,My friend is preparing the farm equipment.,English,AI-generated synthetic data
1837,Ọ chọrọ oche na ngwụcha izu.,Igbo,AI-generated synthetic data
1838,Akẹ́kọ̀ọ́ náà ṣe àkàrà ní òwúrọ̀.,Yoruba,AI-generated synthetic data
1839,Nwanne nwoke m bịara n'ọdụ ụgbọala taa.,Igbo,AI-generated synthetic data
1840,Mo ń kọ́ ẹ̀kọ́ ní ọgbà lónìí.,Yoruba,AI-generated synthetic data
1841,Baba dé sí ọgbà ní alẹ́.,Yoruba,AI-generated synthetic data
1842,The driver is learning the school timetable.,English,AI-generated synthetic data
1843,Please remember to charge your phone.,English,AI-generated synthetic data
1844,Olùkọ́ náà dé sí ọgbà ẹ̀kọ́ ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
1845,Mama rí oúnjẹ àná.,Yoruba,AI-generated synthetic data
1846,"Yau, ruwan sama ya fara bayan mun tafi.",Hausa,AI-generated synthetic data
1847,Mai shirye-shiryen yana gyara kwamfutar.,Hausa,AI-generated synthetic data
1848,Tawagar mu yana duba shirin kasuwanci.,Hausa,AI-generated synthetic data
1849,The driver is reviewing the business plan.,English,AI-generated synthetic data
1850,Our community is checking the farm equipment.,English,AI-generated synthetic data
1851,"During the meeting, i forgot my umbrella at home.",English,AI-generated synthetic data
1852,Mai binciken yana gina bayanan mara lafiya.,Hausa,AI-generated synthetic data
1853,Direban yana duba bayanan taro.,Hausa,AI-generated synthetic data
1854,Nna nọ n'ụlọ na ngwụcha izu.,Igbo,AI-generated synthetic data
1855,Dọkịta ahụ nọ n'ụlọ ahịa n'abalị.,Igbo,AI-generated synthetic data
1856,Anyị jiri ọka n'isi ụtụtụ.,Igbo,AI-generated synthetic data
1857,Nwanne nwoke m bịara n'ụlọ ọgwụ n'oge.,Igbo,AI-generated synthetic data
1858,Akẹ́kọ̀ọ́ náà fẹ́ ìwé ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
1859,Onye nkụzi ahụ nọ n'ụlọ ọgwụ echi.,Igbo,AI-generated synthetic data
1860,Ẹyin dé sí ibùdó ọkọ̀ lónìí.,Yoruba,AI-generated synthetic data
1861,"In the morning, what caused the delay?",English,AI-generated synthetic data
1862,Ọ̀rẹ́ mi lo fóònù ọ̀la.,Yoruba,AI-generated synthetic data
1863,Direban yana tsara jadawalin makaranta.,Hausa,AI-generated synthetic data
1864,Ọ nwere unere echi.,Igbo,AI-generated synthetic data
1865,Ị na-aga n'ọfịs n'isi ụtụtụ.,Igbo,AI-generated synthetic data
1866,M zụtara unere echi.,Igbo,AI-generated synthetic data
1867,"A gida, ma'aikacin hanyar sadarwa ya duba na'urar router.",Hausa,AI-generated synthetic data
1868,Dókítà náà ń ṣiṣẹ́ ní mọ́sáláṣí ní ọ̀sán.,Yoruba,AI-generated synthetic data
1869,Dọkịta ahụ wetara igwefoto taa.,Igbo,AI-generated synthetic data
1870,My friend is preparing the business plan.,English,AI-generated synthetic data
1871,Baba ra fóònù àná.,Yoruba,AI-generated synthetic data
1872,Ụmụaka ahụ zụtara unere n'izu a.,Igbo,AI-generated synthetic data
1873,The manager is building the report.,English,AI-generated synthetic data
1874,Akẹ́kọ̀ọ́ náà mú ẹran ọ̀la.,Yoruba,AI-generated synthetic data
1875,Baba wà ní ilé ẹ̀kọ́ ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
1876,Ọmọ náà rí omi ní ọ̀sán.,Yoruba,AI-generated synthetic data
1877,"In the evening, what caused the delay?",English,AI-generated synthetic data
1878,Likitan yana karatu bayanan mara lafiya.,Hausa,AI-generated synthetic data
1879,"After lunch, the doctor advised the patient to drink more water.",English,AI-generated synthetic data
1880,Our community is discussing the business plan.,English,AI-generated synthetic data
1881,Our community is planning the business plan.,English,AI-generated synthetic data
1882,Ọmọ náà ń rìn ní ibùdó ọkọ̀ àná.,Yoruba,AI-generated synthetic data
1883,The doctor is preparing the school timetable.,English,AI-generated synthetic data
1884,M wetara igodo n'abalị.,Igbo,AI-generated synthetic data
1885,My friend is preparing a new project.,English,AI-generated synthetic data
1886,Obìnrin náà rí oúnjẹ ní alẹ́.,Yoruba,AI-generated synthetic data
1887,My sister bought a new pair of shoes.,English,AI-generated synthetic data
1888,Nwa akwụkwọ ahụ na-amụ ihe n'ọdụ ụgbọala taa.,Igbo,AI-generated synthetic data
1889,The doctor is organizing the delivery schedule.,English,AI-generated synthetic data
1890,Baba lo ẹ̀fọ́ ní alẹ́.,Yoruba,AI-generated synthetic data
1891,Ị na-eje ije n'ogige n'ehihie.,Igbo,AI-generated synthetic data
1892,Ma'aikaciyar jinya yana karatu jadawalin isar da kaya.,Hausa,AI-generated synthetic data
1893,My friend is repairing the delivery schedule.,English,AI-generated synthetic data
1894,Ụmụaka ahụ na-eje ije n'ahịa na ngwụcha izu.,Igbo,AI-generated synthetic data
1895,"In the morning, i have not received the message yet.",English,AI-generated synthetic data
1896,Al'ummar yana gyara samfurin koyon na'ura.,Hausa,AI-generated synthetic data
1897,M na-eje ije n'ọdụ ụgbọala na ngwụcha izu.,Igbo,AI-generated synthetic data
1898,"Today, the family prepared food for their guests.",English,AI-generated synthetic data
1899,"Da yamma, ya kamata mu tattauna batun kafin gobe.",Hausa,AI-generated synthetic data
1900,Direban yana bitar jadawalin makaranta.,Hausa,AI-generated synthetic data
1901,Injiniyan yana shirya kayan horo.,Hausa,AI-generated synthetic data
1902,Manajan yana duba kayan horo.,Hausa,AI-generated synthetic data
1903,Nwanne m jiri mmiri n'abalị.,Igbo,AI-generated synthetic data
1904,"Tomorrow, the training data should represent all four languages.",English,AI-generated synthetic data
1905,A teacher is discussing the inventory list.,English,AI-generated synthetic data
1906,A researcher is discussing a research proposal.,English,AI-generated synthetic data
1907,Àwọn ọmọ wà ní ilé ìwé ọ̀la.,Yoruba,AI-generated synthetic data
1908,A researcher is planning the school timetable.,English,AI-generated synthetic data
1909,Dalibin yana tattauna sabon aiki.,Hausa,AI-generated synthetic data
1910,"At home, what caused the delay?",English,AI-generated synthetic data
1911,Onye nkụzi ahụ jiri anụ n'ụtụtụ.,Igbo,AI-generated synthetic data
1912,Anyị hụrụ unere echi.,Igbo,AI-generated synthetic data
1913,Injiniyan yana koyon bayanan mara lafiya.,Hausa,AI-generated synthetic data
1914,Mo dúpẹ́,Yoruba,AI-generated synthetic data
1915,Our team is discussing the computer.,English,AI-generated synthetic data
1916,Injiniyan yana gyara jadawalin makaranta.,Hausa,AI-generated synthetic data
1917,Àwọn ọmọ lo tábìlì ọ̀la.,Yoruba,AI-generated synthetic data
1918,Ó ra aṣọ ní òwúrọ̀.,Yoruba,AI-generated synthetic data
1919,Likitan yana shirya jadawalin isar da kaya.,Hausa,AI-generated synthetic data
1920,Al'ummar yana karatu samfurin koyon na'ura.,Hausa,AI-generated synthetic data
1921,Arábìnrin mi fẹ́ bàtà ní òwúrọ̀.,Yoruba,AI-generated synthetic data
1922,Our team is discussing a new project.,English,AI-generated synthetic data
1923,The doctor is building the farm equipment.,English,AI-generated synthetic data
1924,Mama rí kọ̀ǹpútà ní òru.,Yoruba,AI-generated synthetic data
1925,Nne na-aga n'ụlọ ahịa echi.,Igbo,AI-generated synthetic data
1926,Direban yana tsara jadawalin isar da kaya.,Hausa,AI-generated synthetic data
1927,A researcher is reviewing a research proposal.,English,AI-generated synthetic data
1928,"Da safe, don Allah ka ajiye kayan aikin a wuri mai aminci.",Hausa,AI-generated synthetic data
1929,O lọ sí ọgbà ọ̀la.,Yoruba,AI-generated synthetic data
1930,Ọkùnrin náà lo ìwé ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
1931,"Da rana, tawagar ta yi amfani da Python wajen nazarin bayanai.",Hausa,AI-generated synthetic data
1932,The developer is repairing the patient record.,English,AI-generated synthetic data
1933,Dókítà náà lọ sí ọjà ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
1934,Ó lo kọ́kọ́rọ́ lónìí.,Yoruba,AI-generated synthetic data
1935,Wọ́n ra oúnjẹ ní òwúrọ̀.,Yoruba,AI-generated synthetic data
1936,O wà ní pápá ní alẹ́.,Yoruba,AI-generated synthetic data
1937,"Jiya, za mu iya duba rahoton yau?",Hausa,AI-generated synthetic data
1938,Al'ummar yana shirya takardar bincike.,Hausa,AI-generated synthetic data
1939,Aládùúgbò wa ń rìn ní ilé ìwé ní òru.,Yoruba,AI-generated synthetic data
1940,Nwanne nwoke m na-aga n'ọgbọ egwuregwu n'isi ụtụtụ.,Igbo,AI-generated synthetic data
1941,Manomin yana gina hanyar sadarwa.,Hausa,AI-generated synthetic data
1942,"Today, the food at the restaurant was delicious.",English,AI-generated synthetic data
1943,Nwanne nwanyị m nwere ji n'abalị.,Igbo,AI-generated synthetic data
1944,Our community is learning the meeting notes.,English,AI-generated synthetic data
1945,The driver is building the farm equipment.,English,AI-generated synthetic data
1946,Nwoke ahụ nwere igodo n'abalị.,Igbo,AI-generated synthetic data
1947,Onye agbata obi anyị chọrọ igodo n'abalị.,Igbo,AI-generated synthetic data
1948,Onye nkụzi ahụ bịara n'ogige taa.,Igbo,AI-generated synthetic data
1949,Wọ́n ṣe bàtà ní alẹ́.,Yoruba,AI-generated synthetic data
1950,Ma'aikaciyar jinya yana shirya bayanan mara lafiya.,Hausa,AI-generated synthetic data
1951,Olùkọ́ náà rí kámẹ́rà ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
1952,Àwọn ará wa rí àpò ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
1953,Manomin yana tsara sabon aiki.,Hausa,AI-generated synthetic data
1954,"Today, the developer created a simple interface for the users.",English,AI-generated synthetic data
1955,Likitan yana tsara rahoton.,Hausa,AI-generated synthetic data
1956,Ó wà ní ilé ní òru.,Yoruba,AI-generated synthetic data
1957,Abokina yana shirya bayanan taro.,Hausa,AI-generated synthetic data
1958,Anyị na-eje ije n'ụlọ ekpere n'ụtụtụ.,Igbo,AI-generated synthetic data
1959,Dan uwana yana tattauna hanyar sadarwa.,Hausa,AI-generated synthetic data
1960,Nwanyị ahụ chọrọ mmiri n'ehihie.,Igbo,AI-generated synthetic data
1961,"At home, the meeting was longer than expected.",English,AI-generated synthetic data
1962,The engineer is repairing a mobile application.,English,AI-generated synthetic data
1963,Mama ní ẹran ní òru.,Yoruba,AI-generated synthetic data
1964,Ma'aikaciyar jinya yana duba jadawalin isar da kaya.,Hausa,AI-generated synthetic data
1965,Àwọn ará wa fẹ́ àpò àná.,Yoruba,AI-generated synthetic data
1966,Mo fẹ́ àpò ní ọ̀sán.,Yoruba,AI-generated synthetic data
1967,Ṣé o lè ràn mí lọ́wọ́?,Yoruba,AI-generated synthetic data
1968,"Tomorrow, the network administrator checked the router.",English,AI-generated synthetic data
1969,Olùkọ́ náà wà ní ọgbà ẹ̀kọ́ ní ọ̀sán.,Yoruba,AI-generated synthetic data
1970,Direban yana duba manhajar waya.,Hausa,AI-generated synthetic data
1971,Nwa akwụkwọ ahụ na-eje ije n'ụlọ akwụkwọ n'ehihie.,Igbo,AI-generated synthetic data
1972,My friend is studying the school timetable.,English,AI-generated synthetic data
1973,Our community is reviewing a mobile application.,English,AI-generated synthetic data
1974,O ń rìn ní òpópónà ní òwúrọ̀.,Yoruba,AI-generated synthetic data
1975,"Da rana, dan kasuwa ya rubuta kowace ciniki a cikin littafi.",Hausa,AI-generated synthetic data
1976,Wọ́n ń kọ́ ẹ̀kọ́ ní ilé àná.,Yoruba,AI-generated synthetic data
1977,"At home, the driver waited for passengers near the bus station.",English,AI-generated synthetic data
1978,Dọkịta ahụ mere igwefoto n'izu a.,Igbo,AI-generated synthetic data
1979,Nwanne m mere tebụl n'ehihie.,Igbo,AI-generated synthetic data
1980,Mama mú àga ọ̀la.,Yoruba,AI-generated synthetic data
1981,"A gida, likita ya shawarci mara lafiya ya kara shan ruwa.",Hausa,AI-generated synthetic data
1982,Nwanne m mere mmiri ụnyaahụ.,Igbo,AI-generated synthetic data
1983,Nna na-aga n'ọdụ ụgbọala n'oge.,Igbo,AI-generated synthetic data
1984,The nurse is organizing the meeting notes.,English,AI-generated synthetic data
1985,Ụmụaka ahụ chọrọ ọka n'abalị.,Igbo,AI-generated synthetic data
1986,Abokina yana gyara rahoton.,Hausa,AI-generated synthetic data
1987,Nwa akwụkwọ ahụ chọrọ akwụkwọ nri n'ụtụtụ.,Igbo,AI-generated synthetic data
1988,Àwọn ará wa rí tábìlì ní ọ̀sán.,Yoruba,AI-generated synthetic data
1989,Ó dé sí ọgbà ọ̀la.,Yoruba,AI-generated synthetic data
1990,A researcher is studying the business plan.,English,AI-generated synthetic data
1991,Anyị chọrọ agwa n'isi ụtụtụ.,Igbo,AI-generated synthetic data
1992,The network administrator checked the router.,English,AI-generated synthetic data
1993,"At work, the manager asked everyone to attend the briefing.",English,AI-generated synthetic data
1994,Àwọn ọmọ ń rìn ní ilé ẹ̀kọ́ ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
1995,Ẹyin wà ní ọjà àná.,Yoruba,AI-generated synthetic data
1996,"Today, i will visit my friend tomorrow.",English,AI-generated synthetic data
1997,Our team is reviewing the training materials.,English,AI-generated synthetic data
1998,The developer is checking the training materials.,English,AI-generated synthetic data
1999,"Tomorrow, i will visit my friend tomorrow.",English,AI-generated synthetic data
2000,Mai binciken yana karatu sabon aiki.,Hausa,AI-generated synthetic data
2001,Ọ̀rẹ́ mi rí ẹran ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
2002,Direban yana tsara shirin kasuwanci.,Hausa,AI-generated synthetic data
2003,Likitan yana gina jadawalin makaranta.,Hausa,AI-generated synthetic data
2004,"Yau, na yi farin cikin jin cewa komai ya tafi lafiya.",Hausa,AI-generated synthetic data
2005,My friend is reviewing the business plan.,English,AI-generated synthetic data
2006,Unu na-eje ije n'ụlọ n'oge.,Igbo,AI-generated synthetic data
2007,My brother is learning a new project.,English,AI-generated synthetic data
2008,Injiniyan yana bitar hanyar sadarwa.,Hausa,AI-generated synthetic data
2009,Onye nkụzi ahụ bịara n'ụlọ ahịa n'ehihie.,Igbo,AI-generated synthetic data
2010,The nurse is checking a research proposal.,English,AI-generated synthetic data
2011,Akẹ́kọ̀ọ́ náà rí kámẹ́rà lónìí.,Yoruba,AI-generated synthetic data
2012,Nwanyị ahụ mere nri ụnyaahụ.,Igbo,AI-generated synthetic data
2013,Dọkịta ahụ na-aga n'ụlọ ahịa taa.,Igbo,AI-generated synthetic data
2014,Dan uwana yana koyon bayanan taro.,Hausa,AI-generated synthetic data
2015,Mai binciken yana shirya bayanan mara lafiya.,Hausa,AI-generated synthetic data
2016,Nwa akwụkwọ ahụ na-aga n'ọdụ ụgbọala n'oge.,Igbo,AI-generated synthetic data
2017,Ị chọrọ ji n'ehihie.,Igbo,AI-generated synthetic data
2018,"A gida, malami ya bayyana darasin da misali na aikace-aikace.",Hausa,AI-generated synthetic data
2019,Abokina yana koyon bayanan mara lafiya.,Hausa,AI-generated synthetic data
2020,M na-eje ije n'ụlọ akwụkwọ ụnyaahụ.,Igbo,AI-generated synthetic data
2021,Likitan yana karatu kwamfutar.,Hausa,AI-generated synthetic data
2022,"A wurin aiki, mai kirkirar manhaja ya tsara hanya mai sauki ga masu amfani.",Hausa,AI-generated synthetic data
2023,Àwọn ọmọ wà ní ilé ìwòsàn ní alẹ́.,Yoruba,AI-generated synthetic data
2024,Ụmụaka ahụ na-aga n'ọbá akwụkwọ echi.,Igbo,AI-generated synthetic data
2025,Al'ummar yana koyon kayan aikin gona.,Hausa,AI-generated synthetic data
2026,Arákùnrin mi wà ní ilé ọ̀rẹ́ mi ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
2027,Àwọn ará wa ń kọ́ ẹ̀kọ́ ní mọ́sáláṣí ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
2028,Wọ́n ṣe ẹ̀wà ní òwúrọ̀.,Yoruba,AI-generated synthetic data
2029,Manajan yana tattauna jadawalin makaranta.,Hausa,AI-generated synthetic data
2030,Ma'aikaciyar jinya yana tsara kayan aikin gona.,Hausa,AI-generated synthetic data
2031,Onye nkụzi ahụ nọ n'ọbá akwụkwọ n'ụtụtụ.,Igbo,AI-generated synthetic data
2032,Ụmụaka ahụ na-amụ ihe n'ọdụ ụgbọala na ngwụcha izu.,Igbo,AI-generated synthetic data
2033,Abokina yana shirya jadawalin isar da kaya.,Hausa,AI-generated synthetic data
2034,Anyị nwere agwa n'oge.,Igbo,AI-generated synthetic data
2035,"Tomorrow, my sister bought a new pair of shoes.",English,AI-generated synthetic data
2036,Nwoke ahụ mere nri echi.,Igbo,AI-generated synthetic data
2037,Ó ń kọ́ ẹ̀kọ́ ní ibùdó ọkọ̀ ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
2038,My brother is checking the report.,English,AI-generated synthetic data
2039,Abokina yana shirya hanyar sadarwa.,Hausa,AI-generated synthetic data
2040,"In the evening, the algorithm performed better after the data was cleaned.",English,AI-generated synthetic data
2041,Onye agbata obi anyị na-aga n'ụlọ ụnyaahụ.,Igbo,AI-generated synthetic data
2042,Likitan yana gyara kwamfutar.,Hausa,AI-generated synthetic data
2043,Ọ wetara akpa echi.,Igbo,AI-generated synthetic data
2044,Onye agbata obi anyị zụtara akpa n'izu a.,Igbo,AI-generated synthetic data
2045,Aládùúgbò wa lo ìwé ní kutukutu.,Yoruba,AI-generated synthetic data
2046,Manajan yana koyon rahoton.,Hausa,AI-generated synthetic data
2047,Our community is planning the patient record.,English,AI-generated synthetic data
2048,Wọ́n ní àga àná.,Yoruba,AI-generated synthetic data
2049,Ha mere unere taa.,Igbo,AI-generated synthetic data
2050,Ụmụaka ahụ bịara n'ogige na ngwụcha izu.,Igbo,AI-generated synthetic data
2051,Abokina yana gina kwamfutar.,Hausa,AI-generated synthetic data
2052,Baba wà ní òpópónà ní òwúrọ̀.,Yoruba,AI-generated synthetic data
2053,"Jiya, dalibi ya aro littafi daga dakin karatu.",Hausa,AI-generated synthetic data
2054,Dalibin yana karatu bayanan taro.,Hausa,AI-generated synthetic data
2055,"Tomorrow, the family prepared food for their guests.",English,AI-generated synthetic data
2056,Ị mere osikapa n'ụtụtụ.,Igbo,AI-generated synthetic data
2057,Nwanne nwoke m na-arụ ọrụ n'okporo ụzọ n'oge.,Igbo,AI-generated synthetic data
2058,Arábìnrin mi ṣe omi ní ọ̀sán.,Yoruba,AI-generated synthetic data
2059,Mai binciken yana koyon kwamfutar.,Hausa,AI-generated synthetic data
2060,"Da rana, zan kira ka idan na isa.",Hausa,AI-generated synthetic data
2061,The engineer is repairing the inventory list.,English,AI-generated synthetic data
2062,Ma'aikaciyar jinya yana shirya shirin kasuwanci.,Hausa,AI-generated synthetic data
2063,"Jiya, mai bincike ya tattara amsoshi daga mahalarta da dama.",Hausa,AI-generated synthetic data
2064,"At home, which road leads to the market?",English,AI-generated synthetic data
2065,Aládùúgbò wa ń rìn ní ọgbà lónìí.,Yoruba,AI-generated synthetic data
2066,Enyi m wetara tebụl n'ehihie.,Igbo,AI-generated synthetic data
2067,Nna na-amụ ihe n'ọgbọ egwuregwu n'ụtụtụ.,Igbo,AI-generated synthetic data
2068,Mo ń ṣiṣẹ́ ní ilé ìtajà ní kutukutu.,Yoruba,AI-generated synthetic data
2069,Dókítà náà mú kámẹ́rà ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
2070,The manager is planning a mobile application.,English,AI-generated synthetic data
2071,"In the afternoon, the model classifies short text into different languages.",English,AI-generated synthetic data
2072,Injiniyan yana duba kayan aikin gona.,Hausa,AI-generated synthetic data
2073,Ẹyin ń kọ́ ẹ̀kọ́ ní ọjà lónìí.,Yoruba,AI-generated synthetic data
2074,Direban yana duba rahoton.,Hausa,AI-generated synthetic data
2075,Direban yana duba jadawalin makaranta.,Hausa,AI-generated synthetic data
2076,Malamin yana koyon takardar bincike.,Hausa,AI-generated synthetic data
2077,Arákùnrin mi lo fóònù àná.,Yoruba,AI-generated synthetic data
2078,Malamin yana gina kwamfutar.,Hausa,AI-generated synthetic data
2079,Unu mere unere n'izu a.,Igbo,AI-generated synthetic data
2080,Mai shirye-shiryen yana tattauna jadawalin isar da kaya.,Hausa,AI-generated synthetic data
2081,Our community is learning the report.,English,AI-generated synthetic data
2082,Ọ na-arụ ọrụ n'ụlọ n'oge.,Igbo,AI-generated synthetic data
2083,Ma'aikaciyar jinya yana duba shirin kasuwanci.,Hausa,AI-generated synthetic data
2084,Abokina yana shirya bayanan mara lafiya.,Hausa,AI-generated synthetic data
2085,Awa mú àgbàdo ní òru.,Yoruba,AI-generated synthetic data
2086,Mo wà ní ọgbà ọ̀la.,Yoruba,AI-generated synthetic data
2087,Ina son kara koyon bayani game da wannan kwas.,Hausa,AI-generated synthetic data
2088,"Jiya, iyali sun shirya abinci domin baki.",Hausa,AI-generated synthetic data
2089,The farmer is checking the business plan.,English,AI-generated synthetic data
2090,Níbo ni ọjà wà?,Yoruba,AI-generated synthetic data
2091,Malamin yana karatu sabon aiki.,Hausa,AI-generated synthetic data
2092,"Yesterday, we should leave early to avoid traffic.",English,AI-generated synthetic data
2093,Nwanyị ahụ nwere akpa n'izu a.,Igbo,AI-generated synthetic data
2094,Olùkọ́ náà mú àkàrà ní òwúrọ̀.,Yoruba,AI-generated synthetic data
2095,"Today, i will call you when I arrive.",English,AI-generated synthetic data
2096,"At work, please remember to charge your phone.",English,AI-generated synthetic data
2097,Mai shirye-shiryen yana karatu sabon aiki.,Hausa,AI-generated synthetic data
2098,"In the morning, the dashboard displays the latest inventory figures.",English,AI-generated synthetic data
2099,Malamin yana tsara kayan aikin gona.,Hausa,AI-generated synthetic data
2100,Nne wetara agwa na ngwụcha izu.,Igbo,AI-generated synthetic data
2101,Tawagar mu yana tsara takardar bincike.,Hausa,AI-generated synthetic data
2102,M na-amụ ihe n'ụlọ taa.,Igbo,AI-generated synthetic data
2103,Nwanne nwanyị m jiri anụ taa.,Igbo,AI-generated synthetic data
2104,Manajan yana tattauna kwamfutar.,Hausa,AI-generated synthetic data
2105,Arábìnrin mi ń ṣiṣẹ́ ní ọ́fíìsì ní ọ̀sán.,Yoruba,AI-generated synthetic data
2106,Dan uwana yana shirya bayanan mara lafiya.,Hausa,AI-generated synthetic data
2107,Obìnrin náà rí ẹja ní ìparí ọ̀sẹ̀.,Yoruba,AI-generated synthetic data
2108,Nwanyị ahụ hụrụ nri n'oge.,Igbo,AI-generated synthetic data
2109,Dókítà náà fẹ́ ẹja ní òru.,Yoruba,AI-generated synthetic data
2110,Onye agbata obi anyị bịara n'ụlọ ahịa taa.,Igbo,AI-generated synthetic data
2111,Àwọn ọmọ ń rìn ní mọ́sáláṣí àná.,Yoruba,AI-generated synthetic data
2112,"Da safe, manomi ya shuka masara kafin lokacin damina ya fara.",Hausa,AI-generated synthetic data
2113,Our community is building the patient record.,English,AI-generated synthetic data
2114,Baba ń kọ́ ẹ̀kọ́ ní ilé ẹ̀kọ́ ní òru.,Yoruba,AI-generated synthetic data
2115,Dókítà náà ń ṣiṣẹ́ ní ilé ọ̀rẹ́ mi lónìí.,Yoruba,AI-generated synthetic data
2116,The engineer is building the computer.,English,AI-generated synthetic data
2117,Awa mú kọ́kọ́rọ́ lónìí.,Yoruba,AI-generated synthetic data
2118,Olùkọ́ náà ní ìwé ní òru.,Yoruba,AI-generated synthetic data
2119,Tawagar mu yana shirya takardar bincike.,Hausa,AI-generated synthetic data
2120,The programmer fixed the error in the Python script.,English,AI-generated synthetic data
2121,Ị nwere unere taa.,Igbo,AI-generated synthetic data
2122,"Da safe, kowa ya kamata ya bi umarnin tsaro.",Hausa,AI-generated synthetic data
2123,Mgbede ọma,Igbo,AI-generated synthetic data
2124,Nna hụrụ ekwentị na ngwụcha izu.,Igbo,AI-generated synthetic data
2125,"After lunch, we should discuss the issue before tomorrow.",English,AI-generated synthetic data
2126,Mai shirye-shiryen yana tattauna sabon aiki.,Hausa,AI-generated synthetic data
2127,Ọ wetara ọka n'ehihie.,Igbo,AI-generated synthetic data
2128,The farmer is discussing a research proposal.,English,AI-generated synthetic data
2129,"A gida, ina asibitin da ya fi kusa yake?",Hausa,AI-generated synthetic data
2130,Mama wà ní ilé ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
2131,Akẹ́kọ̀ọ́ náà rí àkàrà ní kutukutu.,Yoruba,AI-generated synthetic data
2132,Ebee ka ahịa dị?,Igbo,AI-generated synthetic data
2133,Ma'aikaciyar jinya yana shirya jadawalin isar da kaya.,Hausa,AI-generated synthetic data
2134,Dókítà náà lo ìwé ní òru.,Yoruba,AI-generated synthetic data
2135,Onye nkụzi ahụ hụrụ akwụkwọ n'oge.,Igbo,AI-generated synthetic data
2136,Dọkịta ahụ nọ n'ụlọ ụnyaahụ.,Igbo,AI-generated synthetic data
2137,Ọkùnrin náà ní ẹ̀fọ́ ní alẹ́.,Yoruba,AI-generated synthetic data
2138,Our team is preparing the farm equipment.,English,AI-generated synthetic data
2139,Ha hụrụ unere n'abalị.,Igbo,AI-generated synthetic data
2140,Nwa ahụ mere kọmputa n'ehihie.,Igbo,AI-generated synthetic data
2141,Àwọn ará wa ra àkàrà àná.,Yoruba,AI-generated synthetic data
2142,The driver is building a mobile application.,English,AI-generated synthetic data
2143,Àwọn ará wa wà ní mọ́sáláṣí ní ọ̀sẹ̀ yìí.,Yoruba,AI-generated synthetic data
2144,"At home, where is the nearest hospital?",English,AI-generated synthetic data
2145,Akẹ́kọ̀ọ́ náà ra ẹja ní òru.,Yoruba,AI-generated synthetic data
2146,Manomin yana shirya kayan horo.,Hausa,AI-generated synthetic data
2147,Enyi m wetara kọmputa n'isi ụtụtụ.,Igbo,AI-generated synthetic data
2148,The developer is reviewing a research proposal.,English,AI-generated synthetic data
2149,"At home, the algorithm performed better after the data was cleaned.",English,AI-generated synthetic data
